gid,id,team,p_seq,p_h,p_r,p_er,p_w,p_hbp,p_wp,date,wl
WAS202309090,Kyle Finnegan,WAS,4,1,1,1,2,0,0,09/09/2023,w
WAS202309090,Robert Garcia,WAS,5,1,1,0,1,0,0,09/09/2023,w
WAS202309090,Andres Machado,WAS,6,0,0,0,1,0,0,09/09/2023,w
ANA202309100,Tanner Bibee,CLE,1,2,2,2,0,0,0,09/10/2023,l
ANA202309100,Eli Morgan,CLE,2,1,0,0,1,0,1,09/10/2023,l
ANA202309100,Kenny Rosenberg,ANA,1,6,1,1,1,0,0,09/10/2023,w
ANA202309100,Andrew Wantz,ANA,2,1,0,0,1,0,0,09/10/2023,w
ANA202309100,Ben Joyce,ANA,3,0,0,0,1,0,0,09/10/2023,w
ANA202309100,Jimmy Herget,ANA,4,1,0,0,0,0,0,09/10/2023,w
ANA202309100,Carlos Estevez,ANA,5,0,0,0,0,0,0,09/10/2023,w
ATL202309100,Luis Ortiz,PIT,1,3,1,1,2,0,0,09/10/2023,l
ATL202309100,Ryan Borucki,PIT,2,0,0,0,0,0,1,09/10/2023,l
ATL202309100,Colin Selby,PIT,3,3,4,4,1,0,0,09/10/2023,l
ATL202309100,Thomas Hatch,PIT,4,1,0,0,1,0,0,09/10/2023,l
ATL202309100,Allan Winans,ATL,1,6,2,2,0,0,0,09/10/2023,w
ATL202309100,Brad Hand,ATL,2,0,0,0,0,0,0,09/10/2023,w
ATL202309100,A. J. Minter,ATL,3,0,0,0,0,0,0,09/10/2023,w
ATL202309100,Raisel Iglesias,ATL,4,1,0,0,0,0,0,09/10/2023,w
BOS202309100,Grayson Rodriguez,BAL,1,7,4,2,2,1,0,09/10/2023,l
BOS202309100,Cole Irvin,BAL,2,1,3,0,0,1,0,09/10/2023,l
BOS202309100,Joey Krehbiel,BAL,3,0,0,0,1,0,0,09/10/2023,l
BOS202309100,Brayan Bello,BOS,1,7,3,3,0,0,0,09/10/2023,w
BOS202309100,Josh Winckowski,BOS,2,0,0,0,0,0,0,09/10/2023,w
BOS202309100,Garrett Whitlock,BOS,3,0,0,0,1,0,0,09/10/2023,w
BOS202309100,Nick Robertson,BOS,4,0,0,0,0,0,0,09/10/2023,w
CHN202309100,Joe Mantiply,ARI,1,2,1,1,0,0,0,09/10/2023,l
CHN202309100,Scott McGough,ARI,2,0,0,0,1,0,1,09/10/2023,l
CHN202309100,Brandon Pfaadt,ARI,3,7,4,4,1,0,0,09/10/2023,l
CHN202309100,Kyle Hendricks,CHN,1,7,2,2,1,0,0,09/10/2023,w
CHN202309100,Jose Cuas,CHN,2,0,0,0,0,0,0,09/10/2023,w
CHN202309100,Mark Leiter,CHN,3,1,0,0,1,0,0,09/10/2023,w
CHN202309100,Hayden Wesneski,CHN,4,1,0,0,0,0,0,09/10/2023,w
CHN202309100,Julian Merryweather,CHN,5,0,0,0,1,0,0,09/10/2023,w
CIN202309100,Miles Mikolas,SLN,1,7,5,5,1,0,0,09/10/2023,l
CIN202309100,Andre Pallante,SLN,2,0,0,0,1,0,0,09/10/2023,l
CIN202309100,Andrew Suarez,SLN,3,2,2,2,1,0,0,09/10/2023,l
CIN202309100,Jacob Barnes,SLN,4,1,0,0,0,0,0,09/10/2023,l
CIN202309100,Hunter Greene,CIN,1,1,1,0,4,0,0,09/10/2023,w
CIN202309100,Buck Farmer,CIN,2,0,0,0,0,0,0,09/10/2023,w
CIN202309100,Tejay Antone,CIN,3,0,0,0,1,0,0,09/10/2023,w
CIN202309100,Alexis Diaz,CIN,4,0,0,0,0,0,0,09/10/2023,w
DET202309100,Jesse Scholtens,CHA,1,8,3,3,2,0,0,09/10/2023,l
DET202309100,Lane Ramsey,CHA,2,1,0,0,0,0,0,09/10/2023,l
DET202309100,Gregory Santos,CHA,3,0,0,0,0,0,0,09/10/2023,l
DET202309100,Bryan Shaw,CHA,4,0,0,0,0,0,0,09/10/2023,l
DET202309100,Sawyer Gipson-Long,DET,1,4,2,2,0,0,0,09/10/2023,w
DET202309100,Will Vest,DET,2,1,0,0,1,0,0,09/10/2023,w
DET202309100,Tyler Holton,DET,3,0,0,0,0,0,0,09/10/2023,w
DET202309100,Miguel Diaz,DET,4,0,0,0,0,0,0,09/10/2023,w
DET202309100,Alex Lange,DET,5,0,0,0,0,0,0,09/10/2023,w
HOU202309100,Matt Waldron,SDN,1,4,4,4,2,0,0,09/10/2023,l
HOU202309100,Tim Hill,SDN,2,6,6,5,0,0,0,09/10/2023,l
HOU202309100,Rich Hill,SDN,3,1,2,0,2,1,0,09/10/2023,l
HOU202309100,J. P. France,HOU,1,4,1,1,5,0,0,09/10/2023,w
HOU202309100,Parker Mushinski,HOU,2,2,1,1,0,0,0,09/10/2023,w
HOU202309100,Joel Kuhnel,HOU,3,1,0,0,2,0,0,09/10/2023,w
MIN202309100,Tylor Megill,NYN,1,2,0,0,4,0,1,09/10/2023,w
MIN202309100,Phil Bickford,NYN,2,0,0,0,1,0,0,09/10/2023,w
MIN202309100,Trevor Gott,NYN,3,1,0,0,0,0,0,09/10/2023,w
MIN202309100,Brooks Raley,NYN,4,0,0,0,0,0,0,09/10/2023,w
MIN202309100,Adam Ottavino,NYN,5,1,0,0,1,0,0,09/10/2023,w
MIN202309100,Pablo Lopez,MIN,1,2,0,0,0,2,0,09/10/2023,l
MIN202309100,Griffin Jax,MIN,2,2,2,2,0,1,0,09/10/2023,l
NYA202309100,Corbin Burnes,MIL,1,0,0,0,2,0,0,09/10/2023,l
NYA202309100,Devin Williams,MIL,2,0,0,0,0,0,0,09/10/2023,l
NYA202309100,Abner Uribe,MIL,3,0,0,0,1,0,0,09/10/2023,l
NYA202309100,Joel Payamps,MIL,4,1,1,0,2,0,0,09/10/2023,l
NYA202309100,Andrew Chafin,MIL,5,1,2,1,0,0,0,09/10/2023,l
NYA202309100,Hoby Milner,MIL,6,1,1,0,0,0,0,09/10/2023,l
NYA202309100,Gerrit Cole,NYA,1,3,0,0,0,0,1,09/10/2023,w
NYA202309100,Wandy Peralta,NYA,2,0,0,0,1,0,0,09/10/2023,w
NYA202309100,Clay Holmes,NYA,3,0,0,0,0,0,0,09/10/2023,w
NYA202309100,Tommy Kahnle,NYA,4,0,0,0,1,0,0,09/10/2023,w
NYA202309100,Nick Ramirez,NYA,5,3,3,1,0,0,0,09/10/2023,w
NYA202309100,Anthony Misiewicz,NYA,6,0,0,0,1,0,1,09/10/2023,w
PHI202309100,Steven Okert,MIA,1,3,2,2,0,0,0,09/10/2023,w
PHI202309100,Bryan Hoeing,MIA,2,2,1,1,1,0,0,09/10/2023,w
PHI202309100,A. J. Puk,MIA,3,0,0,0,0,0,0,09/10/2023,w
PHI202309100,George Soriano,MIA,4,1,0,0,0,0,0,09/10/2023,w
PHI202309100,David Robertson,MIA,5,1,0,0,2,0,1,09/10/2023,w
PHI202309100,Andrew Nardi,MIA,6,1,1,1,2,0,0,09/10/2023,w
PHI202309100,Tanner Scott,MIA,7,0,0,0,1,1,0,09/10/2023,w
PHI202309100,Ranger Suarez,PHI,1,2,3,3,3,0,0,09/10/2023,l
PHI202309100,Matt Strahm,PHI,2,1,0,0,1,0,0,09/10/2023,l
PHI202309100,Seranthony Dominguez,PHI,3,2,2,2,0,0,0,09/10/2023,l
PHI202309100,Dylan Covey,PHI,4,0,0,0,1,0,0,09/10/2023,l
SFN202309100,Peter Lambert,COL,1,8,6,6,2,0,0,09/10/2023,l
SFN202309100,Brent Suter,COL,2,1,0,0,1,0,0,09/10/2023,l
SFN202309100,Nick Mears,COL,3,1,0,0,1,0,1,09/10/2023,l
SFN202309100,Tyler Kinley,COL,4,1,0,0,0,0,0,09/10/2023,l
SFN202309100,Keaton Winn,SFN,1,5,3,3,0,0,0,09/10/2023,w
SFN202309100,Ryan Walker,SFN,2,0,0,0,0,0,0,09/10/2023,w
SFN202309100,Tyler Rogers,SFN,3,0,0,0,0,0,0,09/10/2023,w
SFN202309100,Camilo Doval,SFN,4,1,0,0,0,0,0,09/10/2023,w
TBA202309100,Bryce Miller,SEA,1,9,5,5,1,1,1,09/10/2023,l
TBA202309100,Eduard Bazardo,SEA,2,2,1,1,0,0,0,09/10/2023,l
TBA202309100,Dominic Leone,SEA,3,0,0,0,1,0,0,09/10/2023,l
TBA202309100,Zach Eflin,TBA,1,7,3,3,2,0,0,09/10/2023,w
TBA202309100,Shawn Armstrong,TBA,2,1,0,0,0,0,0,09/10/2023,w
TBA202309100,Robert Stephenson,TBA,3,1,0,0,0,0,0,09/10/2023,w
TBA202309100,Colin Poche,TBA,4,0,0,0,0,0,0,09/10/2023,w
TBA202309100,Pete Fairbanks,TBA,5,0,0,0,0,0,0,09/10/2023,w
TEX202309100,Luis Medina,OAK,1,6,5,5,3,1,1,09/10/2023,l
TEX202309100,Adrian Martinez,OAK,2,5,4,4,0,0,0,09/10/2023,l
TEX202309100,Easton Lucas,OAK,3,1,0,0,0,0,0,09/10/2023,l
TEX202309100,Jon Gray,TEX,1,4,4,3,2,0,0,09/10/2023,w
TEX202309100,Andrew Heaney,TEX,2,4,0,0,1,1,0,09/10/2023,w
TEX202309100,Jose Leclerc,TEX,3,0,0,0,1,0,0,09/10/2023,w
TEX202309100,Brock Burke,TEX,4,1,0,0,0,0,1,09/10/2023,w
TEX202309100,Cody Bradford,TEX,5,0,0,0,0,0,0,09/10/2023,w
TOR202309100,Cole Ragans,KCA,1,1,2,2,6,0,3,09/10/2023,l
TOR202309100,Taylor Clarke,KCA,2,1,1,1,0,0,0,09/10/2023,l
TOR202309100,Collin Snider,KCA,3,2,2,2,2,0,0,09/10/2023,l
TOR202309100,Jackson Kowar,KCA,4,2,0,0,0,0,0,09/10/2023,l
TOR202309100,Jose Berrios,TOR,1,5,2,2,2,0,0,09/10/2023,w
TOR202309100,Yimi Garcia,TOR,2,1,0,0,0,0,0,09/10/2023,w
TOR202309100,Genesis Cabrera,TOR,3,0,0,0,0,0,0,09/10/2023,w
TOR202309100,Jordan Romano,TOR,4,2,0,0,1,0,0,09/10/2023,w
WAS202309100,Ryan Yarbrough,LAN,1,5,2,2,0,1,0,09/10/2023,w
WAS202309100,Wander Suero,LAN,2,2,1,1,1,0,0,09/10/2023,w
WAS202309100,Alex Vesia,LAN,3,2,0,0,0,0,0,09/10/2023,w
WAS202309100,Brusdar Graterol,LAN,4,0,0,0,0,0,0,09/10/2023,w
WAS202309100,Caleb Ferguson,LAN,5,0,0,0,0,0,0,09/10/2023,w
WAS202309100,Victor Gonzalez,LAN,6,0,0,0,1,0,0,09/10/2023,w
WAS202309100,Trevor Williams,WAS,1,8,6,6,4,1,0,09/10/2023,l
WAS202309100,Mason Thompson,WAS,2,3,1,1,0,0,0,09/10/2023,l
WAS202309100,Joe La Sorsa,WAS,3,3,0,0,0,0,0,09/10/2023,l
WAS202309100,Jose Ferrer,WAS,4,0,0,0,0,0,0,09/10/2023,l
BAL202309110,Dakota Hudson,SLN,1,8,7,7,3,0,0,09/11/2023,l
BAL202309110,Andre Pallante,SLN,2,3,2,2,0,0,0,09/11/2023,l
BAL202309110,Drew VerHagen,SLN,3,0,0,0,2,0,0,09/11/2023,l
BAL202309110,Andrew Suarez,SLN,4,1,2,2,2,0,0,09/11/2023,l
BAL202309110,Jacob Barnes,SLN,5,1,0,0,0,0,0,09/11/2023,l
BAL202309110,Dean Kremer,BAL,1,7,5,5,4,0,1,09/11/2023,w
BAL202309110,DL Hall,BAL,2,1,0,0,0,0,0,09/11/2023,w
BAL202309110,Jacob Webb,BAL,3,1,0,0,0,0,0,09/11/2023,w
BAL202309110,Jorge Lopez,BAL,4,1,0,0,0,0,0,09/11/2023,w
BAL202309110,Danny Coulombe,BAL,5,1,0,0,0,0,0,09/11/2023,w
BAL202309110,Shintaro Fujinami,BAL,6,1,0,0,1,0,0,09/11/2023,w
COL202309110,Jordan Wicks,CHN,1,3,1,1,1,0,0,09/11/2023,w
COL202309110,Jose Cuas,CHN,2,3,3,3,0,1,0,09/11/2023,w
COL202309110,Drew Smyly,CHN,3,1,0,0,0,0,1,09/11/2023,w
COL202309110,Michael Fulmer,CHN,4,0,0,0,1,1,0,09/11/2023,w
COL202309110,Kyle Freeland,COL,1,8,3,3,0,0,1,09/11/2023,l
COL202309110,Matt Koch,COL,2,1,0,0,0,0,0,09/11/2023,l
COL202309110,Justin Lawrence,COL,3,1,0,0,0,0,0,09/11/2023,l
COL202309110,Tyler Kinley,COL,4,2,2,2,1,0,0,09/11/2023,l
HOU202309110,Mason Miller,OAK,1,1,0,0,1,0,0,09/11/2023,w
HOU202309110,Ken Waldichuk,OAK,2,0,0,0,1,1,0,09/11/2023,w
HOU202309110,Trevor May,OAK,3,2,0,0,0,0,0,09/11/2023,w
HOU202309110,Framber Valdez,HOU,1,4,3,3,1,0,0,09/11/2023,l
HOU202309110,Phil Maton,HOU,2,0,0,0,0,0,0,09/11/2023,l
HOU202309110,Rafael Montero,HOU,3,3,1,1,0,0,0,09/11/2023,l
LAN202309110,Pedro Avila,SDN,1,6,7,7,3,1,1,09/11/2023,w
LAN202309110,Ray Kerr,SDN,2,1,0,0,0,0,0,09/11/2023,w
LAN202309110,Luis Garcia,SDN,3,0,0,0,0,1,1,09/11/2023,w
LAN202309110,Tom Cosgrove,SDN,4,0,0,0,0,0,0,09/11/2023,w
LAN202309110,Robert Suarez,SDN,5,0,0,0,0,0,0,09/11/2023,w
LAN202309110,Josh Hader,SDN,6,2,1,1,2,0,1,09/11/2023,w
LAN202309110,Gavin Stone,LAN,1,9,7,7,1,0,0,09/11/2023,l
LAN202309110,Caleb Ferguson,LAN,2,1,0,0,0,0,0,09/11/2023,l
LAN202309110,Ryan Brasier,LAN,3,0,0,0,0,0,0,09/11/2023,l
LAN202309110,Shelby Miller,LAN,4,1,0,0,0,0,0,09/11/2023,l
LAN202309110,Evan Phillips,LAN,5,2,4,0,0,0,0,09/11/2023,l
MIL202309110,Jesus Luzardo,MIA,1,10,6,6,4,0,0,09/11/2023,l
MIL202309110,Daniel Castano,MIA,2,5,5,4,2,0,0,09/11/2023,l
MIL202309110,Jacob Stallings,MIA,3,2,1,1,0,0,0,09/11/2023,l
MIL202309110,Brandon Woodruff,MIL,1,6,0,0,1,0,0,09/11/2023,w
MIN202309110,Tyler Glasnow,TBA,1,6,4,4,2,0,1,09/11/2023,w
MIN202309110,Kevin Kelly,TBA,2,0,0,0,0,0,0,09/11/2023,w
MIN202309110,Jake Diekman,TBA,3,0,0,0,1,0,0,09/11/2023,w
MIN202309110,Pete Fairbanks,TBA,4,0,0,0,0,1,0,09/11/2023,w
MIN202309110,Sonny Gray,MIN,1,6,2,1,1,2,2,09/11/2023,l
MIN202309110,Dylan Floro,MIN,2,2,3,3,1,1,0,09/11/2023,l
MIN202309110,Brent Headrick,MIN,3,4,2,2,0,0,0,09/11/2023,l
MIN202309110,Josh Winder,MIN,4,1,0,0,3,0,0,09/11/2023,l
NYN202309110,Zach Davies,ARI,1,4,3,3,3,0,0,09/11/2023,w
NYN202309110,Kyle Nelson,ARI,2,2,0,0,0,0,0,09/11/2023,w
NYN202309110,Luis Frias,ARI,3,0,0,0,0,1,0,09/11/2023,w
NYN202309110,Kevin Ginkel,ARI,4,0,0,0,0,0,0,09/11/2023,w
NYN202309110,Paul Sewald,ARI,5,0,0,0,2,0,0,09/11/2023,w
NYN202309110,Jose Quintana,NYN,1,5,2,2,2,0,0,09/11/2023,l
NYN202309110,Sean Reid-Foley,NYN,2,0,0,0,1,0,0,09/11/2023,l
NYN202309110,Brooks Raley,NYN,3,1,0,0,0,0,0,09/11/2023,l
NYN202309110,Trevor Gott,NYN,4,2,1,1,0,0,0,09/11/2023,l
NYN202309110,Drew Smith,NYN,5,2,1,1,0,0,0,09/11/2023,l
PHI202309111,Charlie Morton,ATL,1,6,4,4,4,0,0,09/11/2023,w
PHI202309111,Dylan Lee,ATL,2,1,2,2,1,0,0,09/11/2023,w
PHI202309111,Joe Jimenez,ATL,3,0,0,0,0,0,0,09/11/2023,w
PHI202309111,A. J. Minter,ATL,4,0,0,0,0,0,0,09/11/2023,w
PHI202309111,Raisel Iglesias,ATL,5,1,2,0,0,0,0,09/11/2023,w
PHI202309111,Kirby Yates,ATL,6,0,0,0,0,0,0,09/11/2023,w
PHI202309111,Taijuan Walker,PHI,1,6,6,5,3,2,0,09/11/2023,l
PHI202309111,Andrew Bellatti,PHI,2,2,2,2,1,0,0,09/11/2023,l
PHI202309111,Dylan Covey,PHI,3,1,0,0,0,0,0,09/11/2023,l
PHI202309111,Jose Alvarado,PHI,4,2,2,1,0,0,1,09/11/2023,l
PHI202309112,Kyle Wright,ATL,1,6,6,6,2,1,0,09/11/2023,l
PHI202309112,Jackson Stephens,ATL,2,2,1,1,1,0,1,09/11/2023,l
PHI202309112,Pierce Johnson,ATL,3,0,0,0,0,0,0,09/11/2023,l
PHI202309112,Michael Lorenzen,PHI,1,5,4,4,2,0,0,09/11/2023,w
PHI202309112,Jeff Hoffman,PHI,2,0,0,0,0,0,0,09/11/2023,w
PHI202309112,Gregory Soto,PHI,3,1,1,1,0,0,0,09/11/2023,w
PHI202309112,Matt Strahm,PHI,4,0,0,0,0,0,0,09/11/2023,w
PHI202309112,Craig Kimbrel,PHI,5,1,0,0,0,0,0,09/11/2023,w
PIT202309110,Patrick Corbin,WAS,1,5,2,2,1,0,1,09/11/2023,w
PIT202309110,Jordan Weems,WAS,2,1,0,0,1,0,0,09/11/2023,w
PIT202309110,Jose Ferrer,WAS,3,1,0,0,0,0,0,09/11/2023,w
PIT202309110,Andre Jackson,PIT,1,4,4,4,2,0,0,09/11/2023,l
PIT202309110,Hunter Stratton,PIT,2,3,1,1,0,0,0,09/11/2023,l
PIT202309110,Cody Bolton,PIT,3,2,1,1,0,0,0,09/11/2023,l
PIT202309110,Jose Hernandez,PIT,4,0,0,0,0,0,0,09/11/2023,l
SEA202309110,Reid Detmers,ANA,1,5,3,3,0,1,0,09/11/2023,w
SEA202309110,Jose Soriano,ANA,2,1,0,0,0,0,0,09/11/2023,w
SEA202309110,Aaron Loup,ANA,3,3,1,0,0,0,0,09/11/2023,w
SEA202309110,Jose Marte,ANA,4,1,1,1,1,0,0,09/11/2023,w
SEA202309110,Jimmy Herget,ANA,5,0,0,0,0,0,0,09/11/2023,w
SEA202309110,Logan Gilbert,SEA,1,6,3,3,1,0,0,09/11/2023,l
SEA202309110,Matt Brash,SEA,2,0,0,0,0,0,0,09/11/2023,l
SEA202309110,Andres Munoz,SEA,3,2,0,0,0,1,0,09/11/2023,l
SEA202309110,Justin Topa,SEA,4,1,2,1,0,0,0,09/11/2023,l
SEA202309110,Trent Thornton,SEA,5,2,3,0,0,0,0,09/11/2023,l
SEA202309110,Gabe Speier,SEA,6,1,0,0,1,0,0,09/11/2023,l
SEA202309110,Isaiah Campbell,SEA,7,0,0,0,0,0,0,09/11/2023,l
SFN202309110,Gavin Williams,CLE,1,5,3,3,4,0,0,09/11/2023,l
SFN202309110,Sam Hentges,CLE,2,2,0,0,0,0,0,09/11/2023,l
SFN202309110,Reynaldo Lopez,CLE,3,1,0,0,0,0,0,09/11/2023,l
SFN202309110,Matt Moore,CLE,4,2,0,0,0,0,0,09/11/2023,l
SFN202309110,Enyel De Los Santos,CLE,5,0,0,0,0,0,0,09/11/2023,l
SFN202309110,Emmanuel Clase,CLE,6,2,2,1,0,0,0,09/11/2023,l
SFN202309110,Alex Cobb,SFN,1,3,2,0,1,0,0,09/11/2023,w
SFN202309110,Taylor Rogers,SFN,2,1,1,1,0,0,0,09/11/2023,w
SFN202309110,John Brebbia,SFN,3,1,0,0,1,0,0,09/11/2023,w
SFN202309110,Tyler Rogers,SFN,4,2,0,0,0,0,0,09/11/2023,w
SFN202309110,Camilo Doval,SFN,5,1,0,0,1,0,0,09/11/2023,w
SFN202309110,Luke Jackson,SFN,6,1,1,0,2,0,0,09/11/2023,w
TOR202309110,Dane Dunning,TEX,1,6,3,3,3,0,1,09/11/2023,w
TOR202309110,Chris Stratton,TEX,2,0,0,0,0,0,0,09/11/2023,w
TOR202309110,Martin Perez,TEX,3,0,0,0,0,0,0,09/11/2023,w
TOR202309110,Ian Kennedy,TEX,4,1,1,1,0,0,0,09/11/2023,w
TOR202309110,Chris Bassitt,TOR,1,9,5,5,3,0,1,09/11/2023,l
TOR202309110,Chad Green,TOR,2,0,1,1,1,0,0,09/11/2023,l
TOR202309110,Genesis Cabrera,TOR,3,2,4,4,3,0,0,09/11/2023,l
TOR202309110,Bowden Francis,TOR,4,0,0,0,2,0,0,09/11/2023,l
BAL202309120,Adam Wainwright,SLN,1,7,2,2,3,0,0,09/12/2023,w
BAL202309120,Giovanny Gallegos,SLN,2,1,0,0,0,0,0,09/12/2023,w
BAL202309120,Matthew Liberatore,SLN,3,1,0,0,1,0,0,09/12/2023,w
BAL202309120,John King,SLN,4,0,0,0,1,0,0,09/12/2023,w
BAL202309120,Ryan Helsley,SLN,5,0,0,0,0,0,0,09/12/2023,w
BAL202309120,John Means,BAL,1,5,3,3,0,0,0,09/12/2023,l
BAL202309120,Jorge Lopez,BAL,2,1,2,2,1,0,0,09/12/2023,l
BAL202309120,Cionel Perez,BAL,3,1,0,0,0,0,0,09/12/2023,l
BAL202309120,Cole Irvin,BAL,4,2,0,0,0,0,0,09/12/2023,l
BOS202309121,Randy Vasquez,NYA,1,3,2,2,1,0,1,09/12/2023,w
BOS202309121,Jhony Brito,NYA,2,3,0,0,1,0,0,09/12/2023,w
BOS202309121,Tommy Kahnle,NYA,3,0,0,0,0,0,0,09/12/2023,w
BOS202309121,Wandy Peralta,NYA,4,1,0,0,0,0,0,09/12/2023,w
BOS202309121,Clay Holmes,NYA,5,0,0,0,3,0,0,09/12/2023,w
BOS202309121,Nick Pivetta,BOS,1,4,3,3,1,1,0,09/12/2023,l
BOS202309121,Mauricio Llovera,BOS,2,1,0,0,1,0,0,09/12/2023,l
BOS202309121,John Schreiber,BOS,3,0,0,0,1,0,0,09/12/2023,l
BOS202309122,Carlos Rodon,NYA,1,4,1,1,4,0,1,09/12/2023,w
BOS202309122,Zach McAllister,NYA,2,1,0,0,1,0,0,09/12/2023,w
BOS202309122,Anthony Misiewicz,NYA,3,0,0,0,1,0,0,09/12/2023,w
BOS202309122,Matthew Bowman,NYA,4,1,0,0,1,0,1,09/12/2023,w
BOS202309122,Nick Ramirez,NYA,5,0,0,0,0,0,0,09/12/2023,w
BOS202309122,Kutter Crawford,BOS,1,3,1,1,3,0,0,09/12/2023,l
BOS202309122,Josh Winckowski,BOS,2,1,1,1,2,0,0,09/12/2023,l
BOS202309122,Brennan Bernardino,BOS,3,1,0,0,0,1,0,09/12/2023,l
BOS202309122,Zack Weiss,BOS,4,0,0,0,0,0,0,09/12/2023,l
BOS202309122,Chris Martin,BOS,5,2,0,0,0,0,0,09/12/2023,l
BOS202309122,Kenley Jansen,BOS,6,1,2,1,1,0,0,09/12/2023,l
BOS202309122,Nick Robertson,BOS,7,1,0,0,1,0,0,09/12/2023,l
CHA202309121,Brady Singer,KCA,1,9,6,6,2,0,0,09/12/2023,l
CHA202309121,Jackson Kowar,KCA,2,0,0,0,1,0,0,09/12/2023,l
CHA202309121,Brad Keller,KCA,3,0,0,0,2,0,0,09/12/2023,l
CHA202309121,Dylan Cease,CHA,1,4,1,1,1,0,0,09/12/2023,w
CHA202309121,Bryan Shaw,CHA,2,1,0,0,0,0,0,09/12/2023,w
CHA202309121,Lane Ramsey,CHA,3,2,1,1,1,0,1,09/12/2023,w
CHA202309121,Gregory Santos,CHA,4,0,0,0,0,0,0,09/12/2023,w
CHA202309122,Jordan Lyles,KCA,1,7,7,7,0,0,1,09/12/2023,w
CHA202309122,Taylor Clarke,KCA,2,1,2,1,1,0,0,09/12/2023,w
CHA202309122,Collin Snider,KCA,3,0,0,0,0,0,0,09/12/2023,w
CHA202309122,Angel Zerpa,KCA,4,1,0,0,0,0,0,09/12/2023,w
CHA202309122,Carlos Hernandez,KCA,5,1,1,1,1,0,1,09/12/2023,w
CHA202309122,Touki Toussaint,CHA,1,6,8,8,2,2,0,09/12/2023,l
CHA202309122,Luis Patino,CHA,2,3,1,1,2,0,1,09/12/2023,l
CHA202309122,Tanner Banks,CHA,3,0,0,0,0,0,0,09/12/2023,l
CHA202309122,Deivi Garcia,CHA,4,1,1,1,1,1,0,09/12/2023,l
CHA202309122,Aaron Bummer,CHA,5,1,0,0,0,0,0,09/12/2023,l
CHA202309122,Michael Kopech,CHA,6,1,1,1,1,0,0,09/12/2023,l
COL202309120,Javier Assad,CHN,1,5,4,4,4,1,0,09/12/2023,l
COL202309120,Luke Little,CHN,2,1,0,0,1,0,1,09/12/2023,l
COL202309120,Brad Boxberger,CHN,3,0,0,0,0,0,0,09/12/2023,l
COL202309120,Daniel Palencia,CHN,4,3,2,2,1,0,0,09/12/2023,l
COL202309120,Hayden Wesneski,CHN,5,0,0,0,0,0,0,09/12/2023,l
COL202309120,Chris Flexen,COL,1,9,3,3,2,0,0,09/12/2023,w
COL202309120,Jake Bird,COL,2,1,1,1,0,0,0,09/12/2023,w
COL202309120,Nick Mears,COL,3,0,0,0,1,0,0,09/12/2023,w
COL202309120,Justin Lawrence,COL,4,0,0,0,1,1,0,09/12/2023,w
DET202309120,Brandon Williamson,CIN,1,7,5,5,2,0,0,09/12/2023,w
DET202309120,Fernando Cruz,CIN,2,1,0,0,0,0,1,09/12/2023,w
DET202309120,Daniel Duarte,CIN,3,0,0,0,0,0,0,09/12/2023,w
DET202309120,Lucas Sims,CIN,4,0,0,0,0,0,0,09/12/2023,w
DET202309120,Ian Gibaut,CIN,5,1,0,0,0,0,0,09/12/2023,w
DET202309120,Alexis Diaz,CIN,6,0,0,0,0,1,0,09/12/2023,w
DET202309120,Buck Farmer,CIN,7,0,0,0,0,0,0,09/12/2023,w
DET202309120,Joey Wentz,DET,1,6,5,2,3,0,0,09/12/2023,l
DET202309120,Beau Brieske,DET,2,2,0,0,1,0,0,09/12/2023,l
DET202309120,Will Vest,DET,3,0,0,0,0,0,0,09/12/2023,l
DET202309120,Tyler Holton,DET,4,0,0,0,0,0,0,09/12/2023,l
DET202309120,Jason Foley,DET,5,0,0,0,0,0,0,09/12/2023,l
DET202309120,Alex Lange,DET,6,1,1,0,0,0,0,09/12/2023,l
HOU202309120,JP Sears,OAK,1,5,2,2,2,0,0,09/12/2023,w
HOU202309120,Lucas Erceg,OAK,2,1,0,0,0,0,0,09/12/2023,w
HOU202309120,Dany Jimenez,OAK,3,0,0,0,0,0,0,09/12/2023,w
HOU202309120,Trevor May,OAK,4,0,0,0,0,0,0,09/12/2023,w
HOU202309120,Justin Verlander,HOU,1,8,5,5,0,0,0,09/12/2023,l
HOU202309120,Parker Mushinski,HOU,2,1,1,1,0,1,0,09/12/2023,l
HOU202309120,Joel Kuhnel,HOU,3,1,0,0,0,0,0,09/12/2023,l
LAN202309120,Michael Wacha,SDN,1,7,7,7,3,0,0,09/12/2023,l
LAN202309120,Nick Hernandez,SDN,2,1,2,2,2,1,0,09/12/2023,l
LAN202309120,Rich Hill,SDN,3,3,2,2,1,0,0,09/12/2023,l
LAN202309120,Lance Lynn,LAN,1,5,2,2,2,0,0,09/12/2023,w
LAN202309120,Kyle Hurt,LAN,2,0,0,0,0,0,0,09/12/2023,w
MIL202309120,J. T. Chargois,MIA,1,1,0,0,0,0,0,09/12/2023,l
MIL202309120,Edward Cabrera,MIA,2,1,2,2,6,0,0,09/12/2023,l
MIL202309120,A. J. Puk,MIA,3,2,1,1,0,0,0,09/12/2023,l
MIL202309120,George Soriano,MIA,4,1,0,0,0,1,0,09/12/2023,l
MIL202309120,Freddy Peralta,MIL,1,2,1,1,0,0,0,09/12/2023,w
MIL202309120,Hoby Milner,MIL,2,0,0,0,0,0,0,09/12/2023,w
