gid,daynight,attendance,precip,sky,temp,winddir,windspeed
SDN202306170,day,43180,none,sunny,70,ltor,15
SEA202306170,day,45188,none,dome,53,tocf,4
TEX202306170,day,39383,none,dome,74,unknown,0
WAS202306170,day,33334,none,cloudy,79,ltor,14
ARI202306180,day,42031,none,dome,78,unknown,0
ATL202306180,day,41161,none,cloudy,84,fromlf,5
BOS202306181,day,36178,none,cloudy,64,fromlf,8
BOS202306182,night,36787,none,cloudy,65,fromrf,7
CHN202306180,day,40121,none,cloudy,76,rtol,4
HOU202306180,day,40573,none,dome,73,unknown,0
KCA202306180,day,24385,none,cloudy,66,rtol,6
LAN202306180,day,52307,none,cloudy,73,tocf,6
MIL202306180,day,38073,none,overcast,73,fromlf,8
MIN202306180,day,31221,none,cloudy,72,rtol,9
NYN202306180,day,43110,none,cloudy,78,ltor,9
OAK202306180,day,24326,none,sunny,68,torf,15
SDN202306180,day,44404,none,cloudy,68,ltor,8
SEA202306180,day,44772,none,dome,58,unknown,0
TEX202306180,day,38515,none,dome,74,unknown,0
WAS202306180,day,25339,none,sunny,81,fromrf,2
CHA202306190,night,19554,none,sunny,77,ltor,6
CIN202306190,night,20334,drizzle,overcast,71,ltor,8
DET202306190,night,18438,none,sunny,82,ltor,11
HOU202306190,night,33185,none,dome,73,unknown,0
MIA202306190,night,12226,none,dome,72,unknown,0
MIL202306190,night,24257,none,sunny,79,unknown,1
MIN202306190,night,22081,none,cloudy,89,rtol,10
PIT202306190,night,23083,none,cloudy,85,fromlf,5
SFN202306190,night,35376,none,sunny,61,tocf,21
WAS202306190,day,19997,none,cloudy,86,rtol,6
ANA202306200,night,44703,none,sunny,72,tocf,7
CHA202306200,night,21048,none,sunny,72,ltor,14
CIN202306200,night,28291,none,cloudy,70,ltor,12
CLE202306200,night,17773,none,cloudy,80,rtol,10
DET202306200,night,18409,none,sunny,84,ltor,10
HOU202306200,night,34606,none,dome,73,unknown,0
MIA202306200,night,9809,none,dome,72,unknown,0
MIL202306200,night,27048,none,sunny,74,ltor,15
MIN202306200,night,22650,none,sunny,89,fromcf,12
NYA202306200,night,43130,none,cloudy,72,ltor,9
PHI202306200,night,37746,none,cloudy,75,rtol,12
PIT202306200,night,20666,none,cloudy,77,fromlf,9
SFN202306200,night,32060,none,sunny,61,tocf,20
TBA202306200,night,20906,none,dome,72,unknown,0
WAS202306200,night,22223,none,cloudy,75,fromrf,10
ANA202306210,night,44760,none,sunny,76,torf,8
CHA202306210,night,18963,none,sunny,74,ltor,13
CIN202306210,day,23637,none,cloudy,75,unknown,12
CLE202306210,night,17853,none,cloudy,76,fromrf,12
DET202306210,day,20195,none,sunny,82,fromlf,7
HOU202306210,day,38279,none,dome,73,unknown,0
MIA202306210,day,15701,none,dome,72,unknown,0
MIL202306210,day,31397,none,sunny,78,ltor,10
MIN202306210,night,23912,none,cloudy,90,tolf,5
NYA202306210,night,41090,none,cloudy,69,fromrf,14
PIT202306210,day,22522,none,sunny,77,ltor,11
SFN202306210,night,33332,none,sunny,59,unknown,18
TBA202306210,day,19493,none,dome,72,unknown,0
WAS202306210,day,16191,none,cloudy,64,fromrf,16
CLE202306220,day,23969,none,cloudy,71,rtol,7
MIA202306220,night,8261,none,dome,72,unknown,0
MIN202306220,day,28553,none,cloudy,86,torf,7
NYA202306220,night,42440,none,cloudy,69,ltor,9
PHI202306220,day,39570,none,cloudy,65,fromrf,13
SFN202306220,day,38638,none,cloudy,61,tocf,11
TBA202306220,night,10436,none,dome,72,unknown,0
WAS202306220,day,13251,none,overcast,65,fromcf,7
BAL202306230,night,16234,none,overcast,73,tolf,1
CHA202306230,night,27015,none,sunny,75,ltor,7
CIN202306230,night,43086,none,cloudy,77,tolf,6
CLE202306230,night,30056,none,cloudy,68,fromrf,5
COL202306230,night,47085,none,cloudy,82,fromlf,9
DET202306230,night,19782,none,cloudy,68,ltor,6
LAN202306230,night,49795,none,sunny,68,rtol,8
MIA202306230,night,11843,none,dome,72,unknown,0
NYA202306230,night,44822,none,overcast,69,rtol,7
PHI202306230,night,35093,none,overcast,72,rtol,6
SDN202306230,night,42510,none,sunny,66,ltor,11
SFN202306230,night,31992,none,cloudy,60,tocf,15
TBA202306230,night,16189,none,dome,72,unknown,0
TOR202306230,night,34988,none,dome,68,unknown,0
BAL202306240,day,32884,none,cloudy,82,fromrf,5
CHA202306240,day,33054,none,sunny,82,ltor,10
CIN202306240,day,43498,none,cloudy,86,tolf,9
CLE202306240,day,32349,none,cloudy,74,fromcf,3
COL202306240,night,45274,none,sunny,86,rtol,8
DET202306240,night,24403,none,cloudy,84,ltor,7
LAN202306240,day,49218,none,sunny,76,torf,6
MIA202306240,day,24668,none,dome,72,unknown,0
NYA202306240,day,46018,none,cloudy,76,tolf,8
PHI202306240,day,43586,none,cloudy,78,tocf,7
SDN202306240,night,43364,none,sunny,68,ltor,11
SFN202306240,day,34343,none,cloudy,62,tocf,14
SLN202306240,night,54662,none,cloudy,81,unknown,5
TBA202306240,day,20884,none,dome,72,unknown,0
TOR202306240,day,41720,none,dome,68,unknown,0
BAL202306250,day,19143,none,sunny,85,fromrf,6
CHA202306250,day,26077,none,overcast,86,fromrf,6
CIN202306250,day,40140,none,cloudy,79,rtol,11
CLE202306250,day,24701,none,sunny,86,tocf,10
COL202306250,day,40213,none,sunny,73,fromcf,10
DET202306250,day,21585,none,cloudy,82,fromcf,15
LAN202306250,day,47273,none,sunny,74,tocf,9
MIA202306250,day,21552,none,dome,72,unknown,0
NYA202306250,day,46064,none,cloudy,79,unknown,6
PHI202306250,day,42901,none,cloudy,88,tolf,5
SDN202306250,day,41503,none,sunny,70,ltor,10
SFN202306250,day,35766,none,cloudy,59,tocf,13
SLN202306250,day,55565,none,sunny,87,unknown,12
TBA202306250,day,18442,none,dome,72,unknown,0
TOR202306250,day,41069,none,sunny,77,rtol,9
ANA202306260,night,28554,none,sunny,74,rtol,8
ATL202306260,night,40884,none,cloudy,88,rtol,13
BAL202306260,night,13077,none,cloudy,79,torf,10
NYN202306260,night,34384,none,cloudy,74,tolf,5
SEA202306260,night,23329,none,sunny,73,unknown,0
TEX202306260,night,22320,none,dome,74,unknown,0
ANA202306270,night,33637,none,sunny,73,tocf,7
ARI202306270,night,23351,none,dome,78,unknown,0
ATL202306270,night,42635,none,cloudy,86,rtol,8
BAL202306270,night,14057,none,cloudy,73,tolf,5
BOS202306270,night,35327,none,cloudy,76,torf,4
CHN202306270,night,37072,none,overcast,66,fromcf,8
COL202306270,night,38738,none,cloudy,90,rtol,2
KCA202306270,night,15718,none,sunny,87,rtol,8
NYN202306270,night,35295,none,cloudy,76,tolf,9
OAK202306270,night,13050,none,cloudy,58,unknown,13
PIT202306270,night,16539,none,cloudy,68,tocf,10
SEA202306270,night,22671,none,cloudy,73,fromcf,5
SLN202306270,night,41512,none,cloudy,87,fromlf,6
TEX202306270,night,22805,none,dome,74,unknown,0
TOR202306270,night,36004,none,overcast,73,fromlf,21
ANA202306280,night,29861,none,sunny,71,rtol,5
ARI202306280,night,20858,none,dome,78,unknown,0
ATL202306280,day,38260,none,sunny,85,tolf,6
BAL202306280,night,21152,none,cloudy,79,torf,5
BOS202306280,night,34261,none,cloudy,77,tolf,3
CHN202306280,night,32379,none,overcast,74,rtol,5
COL202306280,night,37267,none,cloudy,84,fromcf,9
KCA202306280,night,11978,none,sunny,96,rtol,13
NYN202306280,night,28440,none,overcast,78,torf,6
OAK202306280,night,12479,none,cloudy,59,torf,14
PIT202306280,night,14604,none,overcast,73,tocf,6
SEA202306280,day,26437,none,sunny,72,unknown,0
SLN202306280,night,41452,none,cloudy,91,fromrf,11
TEX202306280,night,27192,none,dome,74,unknown,0
TOR202306280,night,36685,none,dome,68,unknown,0
ANA202306290,day,27630,none,sunny,75,tolf,8
ARI202306290,day,22127,none,dome,74,unknown,0
BOS202306290,night,36559,none,cloudy,77,tocf,9
CHN202306290,night,35090,none,cloudy,76,tocf,4
COL202306290,night,36667,none,cloudy,68,tolf,4
KCA202306290,day,12414,none,sunny,87,ltor,8
NYN202306290,night,30282,none,cloudy,77,tolf,8
OAK202306290,day,14718,none,sunny,69,torf,6
PIT202306290,day,16871,none,overcast,78,fromcf,3
SLN202306290,night,42504,none,cloudy,85,fromrf,10
TEX202306290,day,26977,none,dome,74,unknown,0
TOR202306290,night,27761,none,sunny,74,rtol,7
ANA202306300,night,34957,none,sunny,76,tocf,8
ATL202306300,night,42320,none,cloudy,76,fromcf,3
BAL202306300,night,34792,none,cloudy,73,tolf,5
CHN202306300,day,32230,none,cloudy,86,rtol,6
CIN202306300,night,31772,none,cloudy,89,rtol,6
COL202306300,night,47239,none,cloudy,66,ltor,4
KCA202306300,night,22006,none,cloudy,97,torf,6
NYN202306300,night,30116,none,cloudy,77,tolf,8
OAK202306300,night,14181,none,sunny,71,torf,11
PHI202306300,night,44261,none,overcast,85,tocf,3
PIT202306300,night,29179,none,cloudy,83,tolf,8
SEA202306300,night,37063,none,sunny,75,ltor,4
TEX202306300,night,39174,none,dome,74,unknown,0
TOR202306300,night,37218,none,dome,68,unknown,0
ANA202307010,night,44472,none,sunny,69,tolf,11
ATL202307010,day,41889,none,sunny,95,rtol,7
BAL202307010,day,40012,none,overcast,81,tolf,6
CHN202307010,night,34342,none,overcast,73,fromrf,2
CIN202307010,day,30895,none,overcast,79,unknown,7
COL202307010,night,48108,none,cloudy,79,tolf,4
KCA202307010,night,21004,none,sunny,75,ltor,14
NYN202307010,day,34887,none,sunny,80,tolf,11
OAK202307010,day,9235,none,sunny,81,torf,6
PHI202307010,day,42784,none,cloudy,86,tocf,11
PIT202307010,day,35246,none,cloudy,80,rtol,7
SEA202307010,day,35546,none,sunny,76,tocf,2
SLN202307011,day,44237,none,cloudy,90,tolf,9
SLN202307012,night,44846,none,cloudy,76,tolf,5
TEX202307010,day,40380,none,dome,74,unknown,0
TOR202307010,day,41813,none,overcast,80,rtol,11
ANA202307020,day,29167,none,sunny,80,torf,6
ATL202307020,day,40932,none,cloudy,89,rtol,6
BAL202307020,day,16299,none,cloudy,84,tolf,2
CHN202307020,day,38392,rain,overcast,65,fromlf,13
CIN202307020,day,37714,none,cloudy,82,rtol,13
COL202307020,day,40145,none,cloudy,86,rtol,3
KCA202307020,day,19058,none,cloudy,82,ltor,9
NYN202307020,night,28473,none,cloudy,75,tolf,3
OAK202307020,day,12107,none,cloudy,79,torf,14
PHI202307020,day,41531,none,cloudy,87,tocf,7
PIT202307020,day,21884,drizzle,overcast,73,rtol,11
SEA202307020,day,36541,none,sunny,71,fromlf,4
SLN202307020,day,44676,none,cloudy,83,torf,11
TEX202307020,day,39580,none,dome,74,unknown,0
TOR202307020,day,41455,none,dome,68,unknown,0
CLE202307030,night,38106,none,sunny,78,fromcf,2
LAN202307030,night,49652,none,sunny,70,ltor,6
MIA202307030,night,19638,none,dome,72,unknown,0
MIL202307030,day,43209,none,sunny,83,ltor,8
MIN202307030,night,28218,none,cloudy,92,torf,10
NYA202307030,night,46015,none,cloudy,84,tolf,7
SDN202307030,night,45101,none,sunny,68,ltor,10
SFN202307030,night,40691,none,sunny,60,unknown,16
TEX202307030,day,38936,none,dome,74,unknown,0
WAS202307030,night,36290,none,cloudy,86,tocf,5
ARI202307040,day,41670,none,dome,78,unknown,0
BOS202307040,day,36136,none,overcast,73,fromcf,2
CHA202307040,night,32607,none,cloudy,84,fromcf,3
CLE202307040,night,24808,none,sunny,82,ltor,6
DET202307040,night,26749,none,sunny,86,torf,10
HOU202307040,day,39533,none,dome,73,unknown,0
LAN202307040,night,51487,none,sunny,73,ltor,7
MIA202307040,day,16437,none,dome,72,unknown,0
MIL202307040,day,41133,none,cloudy,86,ltor,7
MIN202307040,day,25033,none,overcast,79,tocf,9
NYA202307040,day,43876,none,cloudy,75,rtol,4
SDN202307040,day,44725,none,sunny,71,ltor,10
SFN202307040,day,37395,none,sunny,69,tocf,11
TBA202307040,day,22665,none,dome,72,unknown,0
WAS202307040,day,30434,none,cloudy,83,ltor,3
ARI202307050,night,18152,none,dome,78,unknown,0
BOS202307050,night,31568,none,cloudy,80,rtol,6
CLE202307050,night,23862,none,sunny,84,fromrf,1
DET202307050,night,15149,none,sunny,89,rtol,11
HOU202307050,day,36535,none,dome,72,unknown,0
LAN202307050,night,45403,none,sunny,69,tocf,7
MIA202307050,night,9911,none,dome,72,unknown,0
MIL202307050,night,31285,none,dome,81,unknown,0
MIN202307050,night,19692,none,cloudy,75,ltor,6
NYA202307050,night,36022,none,cloudy,86,rtol,10
SDN202307050,night,43401,none,sunny,68,ltor,10
SFN202307050,night,24108,none,cloudy,62,unknown,12
TBA202307050,night,18208,none,dome,72,unknown,0
WAS202307050,night,13252,none,cloudy,86,tolf,1
ARI202307060,night,18514,none,dome,78,unknown,0
BOS202307060,night,33847,none,cloudy,88,tolf,3
CHA202307061,night,0,none,cloudy,73,ltor,12
CHA202307062,night,20258,none,cloudy,71,ltor,6
CLE202307060,night,17464,none,overcast,77,ltor,3
DET202307060,day,15133,none,cloudy,80,tolf,8
HOU202307060,night,40562,none,dome,73,unknown,0
LAN202307060,night,42036,none,sunny,69,ltor,7
MIA202307060,night,8763,none,dome,72,unknown,0
MIL202307060,day,33366,none,cloudy,76,ltor,7
NYA202307060,night,39766,none,sunny,85,rtol,9
TBA202307060,night,17060,none,dome,72,unknown,0
WAS202307060,day,10064,none,cloudy,88,tolf,4
ARI202307070,night,26837,none,dome,74,unknown,0
BOS202307070,night,31157,none,cloudy,82,tolf,9
CHA202307070,night,27569,none,cloudy,72,fromlf,9
CLE202307070,night,29990,none,sunny,75,fromrf,2
DET202307070,night,30029,none,cloudy,79,fromcf,8
HOU202307070,night,34737,none,dome,73,unknown,0
LAN202307070,night,52214,none,sunny,69,tocf,7
MIA202307070,night,13850,none,dome,72,unknown,0
MIL202307070,night,30970,none,dome,77,unknown,0
MIN202307070,night,32724,none,cloudy,73,tolf,5
NYA202307070,night,42763,none,cloudy,80,fromrf,8
SDN202307070,night,42712,none,cloudy,67,unknown,8
SFN202307070,night,33886,none,sunny,60,tocf,18
TBA202307070,night,25025,none,dome,72,unknown,0
WAS202307070,night,19322,none,sunny,85,tolf,3
ARI202307080,day,31801,none,dome,76,unknown,0
BOS202307080,day,34087,none,sunny,78,fromrf,11
CHA202307080,day,26560,none,cloudy,65,torf,9
CLE202307080,day,30864,none,cloudy,72,ltor,8
DET202307080,day,30621,none,overcast,69,rtol,9
HOU202307080,night,37112,none,dome,73,unknown,0
LAN202307080,night,53057,none,sunny,73,tocf,7
MIA202307080,day,18132,none,dome,72,unknown,0
MIL202307080,day,39124,none,cloudy,75,ltor,9
MIN202307080,day,27617,none,cloudy,76,torf,9
NYA202307080,day,43507,none,cloudy,83,rtol,7
SDN202307080,night,42647,none,cloudy,65,ltor,8
SFN202307080,day,34568,none,cloudy,62,tocf,20
TBA202307080,night,25025,none,dome,72,unknown,0
WAS202307080,day,29402,none,cloudy,87,rtol,7
ARI202307090,day,30021,none,dome,77,unknown,0
BOS202307090,day,35460,none,cloudy,80,fromrf,12
CHA202307090,day,29769,none,cloudy,80,torf,3
CLE202307090,day,25911,none,cloudy,73,ltor,12
DET202307090,day,30077,none,cloudy,74,rtol,8
HOU202307090,day,39421,none,dome,73,unknown,0
MIA202307090,day,21159,none,dome,72,unknown,0
MIL202307090,day,32848,none,cloudy,75,fromlf,9
MIN202307090,day,27100,none,sunny,80,tolf,13
NYA202307090,day,43761,none,cloudy,79,tolf,10
SDN202307090,day,42745,none,sunny,70,ltor,6
SFN202307090,day,36050,none,cloudy,60,tocf,17
TBA202307090,day,25025,none,dome,72,unknown,0
WAS202307090,day,17547,none,cloudy,83,ltor,5
ALS202307110,night,47159,none,sunny,74,fromlf,3
ANA202307140,night,38850,none,sunny,85,tocf,8
ATL202307140,night,42782,none,cloudy,86,unknown,3
BAL202307140,night,23377,none,cloudy,81,tolf,6
CHN202307140,night,37597,none,cloudy,86,torf,7
CIN202307140,night,41516,none,cloudy,91,unknown,8
COL202307140,night,47865,none,cloudy,82,rtol,8
NYN202307140,night,40503,none,cloudy,82,tolf,9
OAK202307140,night,7923,none,sunny,71,torf,12
PHI202307140,night,44028,none,cloudy,87,torf,8
PIT202307140,night,33813,none,cloudy,85,tolf,6
SEA202307140,night,39014,none,sunny,80,ltor,5
SLN202307140,day,42042,none,cloudy,91,fromrf,8
TEX202307140,night,33863,none,dome,74,unknown,0
TOR202307140,night,38617,none,cloudy,73,rtol,9
ANA202307150,night,37523,none,sunny,77,torf,9
ATL202307150,night,43344,none,cloudy,86,rtol,16
BAL202307150,night,28593,none,cloudy,90,tolf,9
CHN202307150,day,40224,none,cloudy,83,torf,8
CIN202307150,night,39897,none,cloudy,75,rtol,8
COL202307150,night,48632,none,cloudy,85,fromcf,7
KCA202307151,day,15428,none,sunny,86,ltor,8
KCA202307152,night,18052,none,cloudy,88,ltor,9
NYN202307150,night,38225,drizzle,overcast,79,tolf,3
OAK202307150,day,10534,none,sunny,80,torf,10
PHI202307151,day,43712,none,sunny,90,tocf,6
PHI202307152,night,33132,none,cloudy,86,tocf,11
PIT202307150,night,34236,none,overcast,86,tolf,7
SEA202307150,night,38683,none,sunny,84,ltor,1
SLN202307150,night,41900,none,cloudy,77,torf,8
TEX202307150,day,37730,none,dome,74,unknown,0
TOR202307150,day,42328,none,dome,68,unknown,0
ANA202307160,day,34679,none,sunny,83,tocf,8
ATL202307160,day,40174,none,cloudy,88,rtol,9
BAL202307160,day,30761,none,cloudy,81,torf,2
CHN202307160,day,37812,none,cloudy,81,ltor,4
CIN202307160,day,30927,none,overcast,83,unknown,10
COL202307160,day,47211,none,sunny,86,fromcf,5
KCA202307160,day,15632,none,cloudy,70,rtol,5
NYN202307160,night,34805,none,cloudy,79,tolf,7
OAK202307160,day,9335,none,cloudy,79,unknown,8
PHI202307160,day,37204,none,cloudy,77,unknown,3
PIT202307160,day,21642,none,cloudy,79,tolf,9
SEA202307160,day,32368,none,sunny,76,ltor,5
SLN202307160,day,42626,none,sunny,89,torf,8
TEX202307160,day,33957,none,dome,74,unknown,0
TOR202307160,day,41794,none,cloudy,73,tolf,7
ANA202307170,night,41180,none,sunny,79,tocf,9
BAL202307170,night,21956,none,sunny,89,tocf,8
CHN202307170,night,29383,none,sunny,72,fromrf,6
CIN202307170,night,19229,none,cloudy,85,tocf,10
KCA202307170,night,19440,none,cloudy,84,fromrf,10
OAK202307170,night,9987,none,sunny,67,torf,8
PIT202307170,night,20080,drizzle,overcast,67,rtol,9
SEA202307170,night,25770,none,cloudy,70,fromlf,8
SLN202307170,night,35619,none,cloudy,80,torf,7
TEX202307170,night,29901,none,dome,74,unknown,0
ANA202307180,night,41556,none,sunny,82,rtol,9
ATL202307180,night,41100,none,sunny,90,fromrf,8
BAL202307180,night,22775,none,sunny,87,ltor,8
CHN202307180,night,28636,none,sunny,73,fromrf,9
CIN202307180,night,26569,none,cloudy,78,rtol,7
COL202307180,night,43871,none,cloudy,88,tolf,9
KCA202307180,night,18448,none,cloudy,76,rtol,8
NYN202307180,night,37109,none,sunny,80,tolf,7
OAK202307180,night,10115,none,sunny,63,torf,15
PHI202307180,night,35302,none,cloudy,89,ltor,12
PIT202307180,night,21622,none,cloudy,80,tolf,8
SEA202307180,night,28141,none,sunny,77,ltor,10
SLN202307180,night,38490,none,sunny,81,rtol,3
TEX202307180,night,34677,none,dome,74,unknown,0
TOR202307180,night,42680,none,cloudy,73,tolf,5
ANA202307190,day,39141,none,cloudy,89,tocf,10
ATL202307190,night,41992,none,cloudy,85,tolf,7
BAL202307190,day,22248,none,cloudy,85,tocf,3
CHN202307190,night,28197,none,cloudy,77,rtol,8
CIN202307190,night,19205,none,cloudy,82,rtol,5
COL202307190,day,36937,none,cloudy,90,fromcf,8
KCA202307190,night,17903,none,overcast,83,fromrf,8
NYN202307190,night,34873,none,cloudy,79,tolf,4
OAK202307190,day,15023,none,sunny,69,torf,9
PHI202307190,night,33753,none,cloudy,82,tocf,3
PIT202307190,day,26541,none,cloudy,75,tolf,4
SEA202307190,night,25825,none,sunny,83,ltor,9
SLN202307190,day,35906,none,cloudy,85,rtol,5
TEX202307190,day,31591,none,dome,74,unknown,0
TOR202307190,night,42948,none,dome,68,unknown,0
ATL202307200,day,38791,none,cloudy,90,rtol,10
CHN202307200,night,34251,none,cloudy,80,ltor,13
CIN202307200,day,27829,none,cloudy,85,unknown,7
KCA202307200,day,11478,none,sunny,86,ltor,11
NYN202307200,day,34751,none,sunny,85,ltor,3
OAK202307200,night,4757,none,sunny,71,torf,7
PHI202307200,day,38276,none,cloudy,84,tolf,4
SEA202307200,day,29443,none,sunny,76,unknown,1
TBA202307200,night,20203,none,dome,72,unknown,0
TOR202307200,day,43196,none,sunny,75,torf,8
ANA202307210,night,40309,none,cloudy,79,tocf,6
BOS202307210,day,37035,none,cloudy,75,tolf,2
CHN202307210,day,38819,none,sunny,74,fromlf,8
CIN202307210,night,31824,none,cloudy,82,tocf,8
CLE202307210,night,38260,none,sunny,75,torf,1
DET202307210,night,28834,none,cloudy,80,ltor,8
MIA202307210,night,14092,none,dome,72,unknown,0
MIL202307210,night,37698,none,sunny,79,ltor,6
MIN202307210,night,31339,none,cloudy,82,tolf,7
NYA202307210,night,46242,none,cloudy,84,torf,12
OAK202307210,night,6810,none,sunny,71,torf,11
SEA202307210,night,42352,none,sunny,79,unknown,5
TBA202307210,night,19703,none,dome,72,unknown,0
TEX202307210,night,39808,none,dome,74,unknown,0
WAS202307210,night,26062,none,cloudy,87,fromlf,6
ANA202307220,night,37240,none,cloudy,79,tocf,9
BOS202307220,night,36505,none,cloudy,74,ltor,1
CHN202307220,day,40425,none,cloudy,82,tolf,9
CIN202307220,day,40625,none,cloudy,83,fromlf,7
CLE202307220,night,37937,none,sunny,78,fromrf,1
DET202307220,night,31974,none,cloudy,80,ltor,8
MIA202307220,day,15226,none,dome,72,unknown,0
MIL202307220,night,39707,none,dome,78,unknown,0
MIN202307220,night,30894,none,cloudy,77,tocf,6
NYA202307220,day,44401,none,sunny,79,ltor,5
OAK202307220,night,14507,none,cloudy,75,torf,9
SEA202307220,day,44921,none,sunny,74,tocf,4
TBA202307220,day,25025,none,dome,72,unknown,0
TEX202307220,day,40738,none,dome,72,unknown,0
WAS202307220,night,32504,none,cloudy,84,fromcf,4
ANA202307230,day,28385,none,overcast,81,tocf,5
BOS202307230,night,35619,none,sunny,75,torf,2
CHN202307230,day,38223,none,sunny,78,fromrf,3
CIN202307230,day,30811,none,cloudy,83,rtol,8
CLE202307230,day,31806,none,cloudy,82,torf,5
DET202307230,day,24523,none,sunny,80,tolf,3
MIA202307230,day,14613,none,dome,72,unknown,0
MIL202307230,day,38605,none,cloudy,80,fromrf,5
MIN202307230,day,29001,none,overcast,82,ltor,6
NYA202307230,day,44130,none,sunny,84,fromcf,6
OAK202307230,day,11231,none,cloudy,72,torf,11
SEA202307230,day,42430,none,sunny,77,torf,4
TBA202307230,day,23440,none,dome,72,unknown,0
TEX202307230,day,39632,none,dome,74,unknown,0
WAS202307230,day,23404,none,cloudy,87,tolf,4
ARI202307240,night,23184,none,dome,78,unknown,0
CLE202307240,night,19630,none,sunny,79,ltor,5
DET202307240,day,16907,none,sunny,81,rtol,5
HOU202307240,night,37973,none,dome,73,unknown,0
LAN202307240,night,47731,none,sunny,78,ltor,5
MIL202307240,night,29216,none,overcast,78,ltor,3
MIN202307240,night,22969,none,cloudy,83,tolf,4
PHI202307240,night,44043,none,cloudy,85,tocf,11
SDN202307240,night,43419,none,sunny,72,ltor,8
WAS202307240,night,17194,none,cloudy,85,tocf,6
ARI202307250,night,23572,none,dome,78,unknown,0
BOS202307250,night,36663,none,cloudy,69,tolf,2
CHA202307250,night,37079,none,sunny,86,unknown,9
CLE202307250,night,22177,none,overcast,80,unknown,0
DET202307250,night,24856,none,overcast,85,rtol,7
HOU202307250,night,40520,none,dome,73,unknown,0
LAN202307250,night,47069,none,sunny,83,ltor,7
MIL202307250,night,27551,none,sunny,85,ltor,10
MIN202307250,night,26824,none,cloudy,90,tolf,9
NYA202307250,night,46540,none,cloudy,70,tocf,2
PHI202307250,night,37200,none,cloudy,72,unknown,4
SDN202307250,night,43448,none,sunny,75,ltor,6
SFN202307250,night,40014,none,cloudy,67,tocf,15
TBA202307250,night,20508,none,dome,72,unknown,0
WAS202307250,night,18182,none,cloudy,82,torf,6
ARI202307260,day,22457,none,dome,78,unknown,0
BOS202307260,night,37457,none,cloudy,85,tocf,9
CHA202307260,night,37214,none,cloudy,88,tolf,11
CLE202307260,day,26699,none,sunny,86,fromcf,6
HOU202307260,night,40398,none,dome,73,unknown,0
LAN202307260,day,46667,none,sunny,92,ltor,6
MIL202307260,day,38596,none,dome,80,unknown,0
MIN202307260,day,25728,none,cloudy,83,tolf,6
NYA202307260,night,46761,none,sunny,82,rtol,10
PHI202307260,night,40235,none,sunny,89,torf,7
SDN202307260,day,41394,none,sunny,81,ltor,8
SFN202307260,night,36142,none,cloudy,61,tocf,16
TBA202307260,day,20971,none,dome,72,unknown,0
WAS202307260,day,16893,none,sunny,86,tocf,3
CHA202307270,night,20893,none,cloudy,86,fromlf,7
DET202307271,day,0,none,overcast,78,tolf,5
DET202307272,day,30238,none,sunny,84,fromlf,3
NYN202307270,night,32834,none,sunny,90,torf,6
SLN202307270,night,44584,none,sunny,99,tolf,8
ARI202307280,night,31697,none,dome,78,unknown,0
ATL202307280,night,42502,none,cloudy,80,ltor,4
BAL202307280,night,34558,none,overcast,84,unknown,5
CHA202307280,night,26654,none,cloudy,86,fromlf,8
COL202307280,night,37262,none,cloudy,83,fromlf,6
HOU202307280,night,38592,none,dome,73,unknown,0
KCA202307280,night,23022,none,sunny,97,rtol,11
LAN202307280,night,48280,none,sunny,79,ltor,7
MIA202307280,night,15918,none,dome,72,unknown,0
NYN202307280,night,25385,none,cloudy,87,tolf,7
PIT202307280,night,34202,none,cloudy,90,tocf,7
SDN202307280,night,44241,none,sunny,73,ltor,5
SFN202307280,night,33755,none,sunny,62,tocf,16
SLN202307280,night,43424,none,sunny,96,torf,11
TOR202307280,night,42106,none,cloudy,82,tocf,11
ARI202307290,night,44472,none,dome,78,unknown,0
ATL202307290,night,43276,none,cloudy,89,tolf,4
BAL202307290,night,42829,none,cloudy,82,tolf,9
CHA202307290,night,26299,none,sunny,77,ltor,10
COL202307290,night,45085,none,cloudy,87,ltor,3
HOU202307290,night,40004,none,dome,73,unknown,0
KCA202307290,night,20643,none,cloudy,85,ltor,7
LAN202307290,night,51015,none,sunny,82,tocf,7
MIA202307290,day,32936,none,dome,72,unknown,0
NYN202307290,night,30858,none,cloudy,79,torf,8
PIT202307290,night,38434,none,cloudy,79,tolf,10
SDN202307290,night,42677,none,sunny,74,ltor,7
SFN202307290,day,37470,none,sunny,65,unknown,17
SLN202307290,night,44877,rain,overcast,78,torf,12
TOR202307290,day,41997,none,dome,68,unknown,0
ARI202307300,day,35295,none,dome,78,unknown,0
ATL202307300,day,40262,none,cloudy,87,rtol,7
BAL202307300,night,37429,none,sunny,83,unknown,0
CHA202307300,day,28096,none,sunny,79,torf,5
COL202307300,day,31789,none,cloudy,93,fromcf,6
HOU202307300,day,40357,none,dome,73,unknown,0
KCA202307300,day,13752,none,sunny,87,rtol,5
LAN202307300,day,45936,none,sunny,82,tocf,4
MIA202307300,day,18207,none,dome,72,unknown,0
NYN202307300,day,33861,none,sunny,77,ltor,9
PIT202307300,day,34515,none,cloudy,70,tolf,2
SDN202307300,day,42943,none,cloudy,77,ltor,4
SFN202307300,day,37026,none,cloudy,65,unknown,9
SLN202307300,day,43670,none,cloudy,86,fromlf,4
TOR202307300,day,41810,none,sunny,69,torf,9
ATL202307310,night,41173,none,sunny,89,unknown,3
