gid,daynight,attendance,precip,sky,temp,winddir,windspeed
CHN202309090,day,40391,none,cloudy,70,ltor,4
CIN202309090,night,40810,none,cloudy,76,ltor,8
DET202309090,night,20159,none,cloudy,67,ltor,6
HOU202309090,night,39452,none,dome,73,unknown,0
MIN202309090,day,30673,none,overcast,74,tolf,6
NYA202309090,day,44068,none,cloudy,76,rtol,6
PHI202309090,night,40899,none,cloudy,73,rtol,5
SFN202309090,night,34290,none,cloudy,67,tocf,14
TBA202309090,day,18008,none,dome,72,unknown,0
TEX202309090,night,34166,none,dome,74,unknown,0
TOR202309090,day,41443,none,cloudy,68,rtol,12
WAS202309090,day,34562,none,cloudy,72,unknown,0
ANA202309100,day,26134,none,cloudy,88,rtol,4
ATL202309100,day,39071,none,cloudy,83,ltor,3
BOS202309100,day,31295,rain,overcast,73,fromrf,3
CHN202309100,day,35431,none,sunny,75,fromrf,6
CIN202309100,day,31190,none,cloudy,76,unknown,4
DET202309100,day,18223,none,overcast,71,torf,5
HOU202309100,day,41073,none,dome,73,unknown,0
MIN202309100,day,22890,none,cloudy,69,ltor,9
NYA202309100,day,41702,none,cloudy,70,unknown,6
PHI202309100,day,40894,none,cloudy,74,rtol,3
SFN202309100,night,33781,none,sunny,67,tocf,15
TBA202309100,day,18230,none,dome,72,unknown,0
TEX202309100,day,26189,none,dome,74,unknown,0
TOR202309100,day,35275,none,cloudy,70,rtol,12
WAS202309100,day,27546,none,cloudy,80,tolf,1
BAL202309110,night,15485,none,cloudy,85,fromlf,4
COL202309110,night,30620,none,cloudy,66,unknown,0
HOU202309110,night,29807,none,dome,73,unknown,0
LAN202309110,night,40072,none,cloudy,76,ltor,4
MIL202309110,night,21792,none,dome,70,unknown,0
MIN202309110,night,18683,none,cloudy,72,tolf,6
NYN202309110,night,25230,none,cloudy,73,fromlf,3
PHI202309111,day,30572,none,sunny,78,tocf,4
PHI202309112,night,27025,none,cloudy,76,ltor,8
PIT202309110,night,10045,none,sunny,77,tocf,3
SEA202309110,night,37807,none,sunny,69,ltor,4
SFN202309110,night,20705,none,sunny,65,unknown,12
TOR202309110,night,23451,none,sunny,72,tolf,7
BAL202309120,night,15526,none,cloudy,86,tolf,5
BOS202309121,day,30029,none,cloudy,74,unknown,4
BOS202309122,night,30392,none,cloudy,74,ltor,6
CHA202309121,day,0,none,cloudy,69,torf,9
CHA202309122,day,14824,none,cloudy,65,ltor,8
COL202309120,night,32058,none,sunny,75,rtol,4
DET202309120,night,15080,none,cloudy,69,tolf,9
HOU202309120,night,36504,none,dome,73,unknown,0
LAN202309120,night,42194,none,sunny,73,ltor,5
MIL202309120,night,26466,none,dome,68,unknown,0
MIN202309120,night,24390,none,cloudy,63,ltor,9
NYN202309120,night,33506,none,cloudy,78,tolf,6
PHI202309120,night,28683,none,cloudy,83,tocf,4
PIT202309120,night,9222,none,cloudy,66,unknown,4
SEA202309120,night,33771,none,dome,63,unknown,0
SFN202309120,night,23541,none,sunny,64,unknown,15
TOR202309120,night,30479,none,dome,68,unknown,0
BAL202309130,night,14442,none,cloudy,81,fromlf,6
CHA202309130,night,15593,none,sunny,64,ltor,9
COL202309130,day,32171,none,cloudy,76,tolf,4
DET202309130,night,15507,none,cloudy,64,tocf,7
HOU202309130,night,37864,none,dome,73,unknown,0
LAN202309130,night,41810,none,sunny,71,ltor,7
MIL202309130,night,24251,none,dome,70,unknown,0
MIN202309130,day,18342,none,sunny,60,fromlf,4
NYN202309130,night,22026,none,cloudy,77,ltor,3
PHI202309130,night,31133,none,cloudy,81,torf,7
PIT202309130,night,9883,none,cloudy,70,torf,8
SEA202309130,day,31250,none,cloudy,70,ltor,6
SFN202309130,day,26218,none,sunny,66,tocf,7
TOR202309130,night,25495,none,cloudy,65,fromlf,19
BAL202309140,night,24835,none,sunny,73,fromlf,9
BOS202309141,day,30228,none,sunny,75,ltor,8
BOS202309142,night,35507,none,sunny,70,torf,1
CHA202309140,night,13233,none,sunny,67,fromlf,8
DET202309140,day,16945,none,sunny,67,rtol,2
MIL202309140,day,26529,none,cloudy,70,fromlf,4
NYN202309140,day,22879,none,sunny,78,fromlf,9
PIT202309140,day,10728,none,cloudy,67,unknown,6
TOR202309140,night,37594,none,sunny,65,tocf,8
ANA202309150,night,37822,none,sunny,73,tolf,7
ARI202309150,night,32864,none,dome,78,unknown,0
BAL202309150,night,43359,none,sunny,73,fromlf,8
CHA202309150,night,18001,none,sunny,72,ltor,4
CLE202309150,night,21043,none,sunny,67,fromrf,6
COL202309150,night,38253,none,cloudy,63,tocf,2
KCA202309150,night,15465,none,cloudy,79,rtol,3
MIA202309150,night,17692,none,dome,72,unknown,0
MIL202309150,night,35428,none,sunny,68,fromrf,5
NYN202309150,night,27811,none,cloudy,67,fromlf,11
OAK202309150,night,17828,none,cloudy,65,torf,12
PIT202309150,night,31534,none,sunny,70,fromlf,5
SEA202309150,night,43823,none,sunny,77,unknown,5
SLN202309150,night,42166,none,sunny,73,fromrf,5
TOR202309150,night,35680,none,sunny,64,tocf,2
ANA202309160,night,35022,none,overcast,69,rtol,5
ARI202309160,night,35193,none,dome,79,unknown,0
BAL202309160,night,38432,none,sunny,79,ltor,4
CHA202309160,night,24964,none,overcast,67,rtol,4
CLE202309160,night,25263,none,cloudy,69,fromrf,6
COL202309161,day,22101,none,sunny,68,tocf,2
COL202309162,night,43885,none,sunny,72,rtol,3
KCA202309160,night,19557,none,cloudy,71,unknown,4
MIA202309160,day,24329,none,dome,72,unknown,0
MIL202309160,night,36212,none,dome,74,fromrf,8
NYN202309160,night,32633,none,sunny,72,ltor,8
OAK202309160,day,14876,none,overcast,68,torf,9
PIT202309160,night,31922,none,sunny,71,unknown,5
SEA202309160,night,45818,none,sunny,72,ltor,6
SLN202309160,night,42817,none,cloudy,75,torf,3
TOR202309160,day,42276,none,cloudy,72,tolf,6
ANA202309170,day,34943,none,cloudy,74,tocf,5
ARI202309170,day,26307,none,dome,78,unknown,0
BAL202309170,day,37297,none,overcast,72,tolf,5
CHA202309170,day,17641,none,cloudy,64,torf,4
CLE202309170,day,19361,none,sunny,71,fromrf,2
COL202309170,day,30619,none,sunny,75,tolf,3
KCA202309170,day,15311,none,sunny,73,ltor,8
MIA202309170,day,22051,none,dome,72,unknown,0
MIL202309170,day,31865,none,cloudy,67,fromlf,16
NYN202309170,day,38044,none,sunny,77,tocf,5
OAK202309170,day,8680,none,cloudy,70,torf,11
PIT202309170,day,29565,rain,overcast,62,fromrf,4
SEA202309170,day,45477,none,cloudy,64,tocf,5
SLN202309170,day,40996,none,cloudy,74,tocf,9
TOR202309170,day,41876,none,sunny,68,tocf,11
ATL202309180,night,39216,none,cloudy,73,tocf,6
CIN202309180,night,15364,none,cloudy,72,tocf,10
HOU202309180,night,34456,none,dome,73,unknown,0
KCA202309180,day,9736,none,sunny,80,ltor,10
LAN202309180,night,37239,none,cloudy,69,torf,6
MIA202309180,night,14577,none,dome,72,unknown,0
OAK202309180,night,4972,none,sunny,67,unknown,13
SDN202309180,night,42062,none,sunny,70,ltor,9
SLN202309180,night,33176,none,sunny,75,fromrf,5
TEX202309180,night,27375,none,dome,74,unknown,0
WAS202309180,night,20977,none,sunny,74,fromlf,13
ARI202309190,night,26093,none,sunny,95,torf,3
ATL202309190,night,40695,none,cloudy,76,ltor,8
CHN202309190,night,34202,none,overcast,64,rtol,10
CIN202309190,night,24186,none,sunny,75,fromcf,6
HOU202309190,night,35050,none,dome,73,unknown,0
KCA202309190,night,15254,none,cloudy,76,rtol,10
LAN202309190,night,42223,none,sunny,68,ltor,5
MIA202309190,night,10897,none,dome,72,unknown,0
NYA202309190,night,38525,none,sunny,70,tocf,10
OAK202309190,night,6294,none,cloudy,66,torf,11
SDN202309190,night,39809,none,cloudy,69,ltor,6
SLN202309190,night,35760,none,cloudy,81,rtol,14
TBA202309190,night,15176,none,dome,72,unknown,0
TEX202309190,night,26617,none,dome,74,unknown,0
WAS202309190,night,23936,none,sunny,74,fromlf,6
ARI202309200,day,16848,none,dome,78,unknown,0
ATL202309200,day,38856,none,cloudy,75,fromlf,6
CHN202309200,night,31491,none,cloudy,75,tolf,5
CIN202309200,day,22306,none,sunny,78,fromcf,6
HOU202309200,day,36427,none,dome,73,unknown,0
KCA202309200,day,12162,none,sunny,79,rtol,7
LAN202309200,night,42635,none,cloudy,68,ltor,6
MIA202309200,night,12045,none,dome,72,unknown,0
NYA202309200,night,35587,none,sunny,72,ltor,8
OAK202309200,day,5602,none,sunny,69,torf,5
SDN202309200,day,35479,none,cloudy,72,ltor,7
SLN202309200,night,37008,none,cloudy,70,fromlf,3
TBA202309200,night,15145,none,dome,72,unknown,0
TEX202309200,day,28519,none,dome,74,unknown,0
WAS202309200,day,23275,none,cloudy,75,torf,5
CHN202309210,night,31544,none,cloudy,69,fromcf,4
CLE202309210,night,25226,none,sunny,73,fromrf,15
LAN202309210,night,43942,none,cloudy,67,torf,6
NYA202309210,night,37646,none,sunny,68,torf,7
OAK202309210,night,6160,none,sunny,64,torf,12
PHI202309210,night,30116,none,cloudy,69,fromcf,7
SLN202309210,day,37105,none,cloudy,77,fromrf,7
TBA202309210,day,12966,none,dome,72,unknown,0
WAS202309210,night,28100,none,cloudy,75,unknown,0
BOS202309220,night,37102,none,cloudy,62,unknown,8
CHN202309220,day,32150,none,cloudy,74,fromrf,6
CIN202309220,night,37551,none,cloudy,80,unknown,8
CLE202309220,night,22567,none,sunny,72,tolf,9
HOU202309220,night,41033,none,dome,73,unknown,0
LAN202309220,night,52887,none,overcast,67,tocf,4
MIA202309220,night,15884,none,dome,72,unknown,0
MIN202309220,night,32006,none,cloudy,72,fromlf,7
NYA202309220,night,39143,none,cloudy,66,fromcf,10
OAK202309220,night,8751,none,sunny,63,unknown,12
PHI202309220,night,38795,none,cloudy,66,fromrf,14
SDN202309220,night,42983,none,cloudy,67,ltor,7
TBA202309220,night,18538,none,dome,72,unknown,0
TEX202309220,night,35431,none,dome,74,unknown,0
WAS202309220,night,36297,none,cloudy,68,fromrf,19
BOS202309230,day,33392,drizzle,overcast,61,fromcf,4
CHN202309230,day,38608,none,sunny,74,rtol,9
CIN202309230,night,29680,none,sunny,75,ltor,8
CLE202309230,night,28271,none,sunny,70,fromcf,19
HOU202309230,night,41692,none,dome,73,unknown,0
LAN202309230,night,52704,none,sunny,72,ltor,6
MIA202309230,day,23867,none,dome,72,unknown,0
MIN202309230,day,31403,none,cloudy,71,fromlf,12
OAK202309230,day,9776,none,cloudy,67,torf,7
PHI202309230,day,40388,none,cloudy,61,fromrf,19
SDN202309230,night,42525,none,sunny,70,ltor,9
TBA202309230,day,22655,none,dome,72,unknown,0
TEX202309230,night,36900,none,dome,74,unknown,0
BOS202309240,day,33399,drizzle,overcast,63,ltor,12
CHN202309240,day,37060,none,sunny,73,tolf,7
CIN202309240,day,31191,none,sunny,77,ltor,8
CLE202309240,day,20287,none,overcast,68,rtol,6
HOU202309240,day,41438,none,dome,73,unknown,0
LAN202309240,day,48315,none,sunny,77,ltor,7
MIA202309240,day,17538,none,dome,72,unknown,0
MIN202309240,day,24232,none,cloudy,69,fromrf,9
NYA202309240,day,39018,rain,overcast,64,torf,14
OAK202309240,day,13102,none,sunny,69,torf,8
PHI202309240,night,41139,none,cloudy,66,tocf,11
SDN202309240,day,42505,none,sunny,72,ltor,13
TBA202309240,day,22472,none,dome,72,unknown,0
TEX202309240,day,35412,none,dome,74,unknown,0
WAS202309241,day,31989,rain,overcast,67,tolf,1
WAS202309242,night,34501,none,cloudy,67,unknown,0
ANA202309250,night,25208,none,sunny,73,rtol,6
NYA202309250,day,41096,drizzle,overcast,59,torf,17
SEA202309250,night,39920,none,dome,58,unknown,0
SFN202309250,night,28557,none,sunny,68,unknown,14
ANA202309260,night,26976,none,sunny,75,tocf,5
ATL202309260,night,40151,none,cloudy,77,ltor,7
BAL202309260,night,20823,none,overcast,61,fromcf,14
BOS202309260,night,34094,none,cloudy,56,tocf,8
CHA202309260,night,14339,none,cloudy,69,ltor,11
CLE202309260,night,29189,none,cloudy,68,rtol,6
COL202309261,day,24648,none,sunny,72,rtol,3
COL202309262,night,25133,none,sunny,78,rtol,4
DET202309260,night,13903,none,cloudy,65,ltor,13
MIL202309260,night,36755,none,dome,72,unknown,0
MIN202309260,night,22329,none,overcast,64,fromlf,7
PHI202309260,night,32116,none,cloudy,59,tolf,11
SEA202309260,night,40035,none,dome,57,tolf,8
SFN202309260,night,28183,none,sunny,64,unknown,16
TOR202309260,night,40454,none,sunny,65,rtol,20
ANA202309270,night,30020,none,cloudy,75,rtol,8
ATL202309270,night,37246,none,cloudy,74,unknown,3
BAL202309270,night,24278,none,sunny,67,fromrf,7
BOS202309270,night,34559,none,cloudy,61,ltor,7
CHA202309270,day,14790,none,cloudy,68,ltor,8
CLE202309270,night,28915,none,cloudy,71,fromrf,1
COL202309270,night,26054,none,sunny,82,tocf,5
DET202309270,day,0,none,overcast,64,tolf,9
MIL202309270,night,31256,none,dome,70,unknown,0
MIN202309270,night,20520,none,cloudy,69,fromcf,6
NYN202309271,night,0,none,cloudy,66,rtol,8
NYN202309272,night,24966,none,sunny,61,fromrf,5
PHI202309270,night,31388,none,cloudy,64,fromrf,10
SEA202309270,night,38019,none,dome,58,unknown,0
SFN202309270,night,32151,none,cloudy,62,tocf,19
TOR202309270,night,31923,none,sunny,68,unknown,0
ATL202309280,night,40249,none,cloudy,72,ltor,1
BAL202309280,night,27543,none,cloudy,67,fromrf,9
CHA202309280,day,23522,none,cloudy,68,ltor,10
COL202309280,night,30129,none,cloudy,81,rtol,8
DET202309280,day,13326,none,overcast,63,ltor,8
MIL202309280,day,29185,none,dome,65,unknown,0
MIN202309280,day,19466,none,cloudy,65,tolf,10
NYN202309280,night,31097,none,cloudy,62,rtol,7
PHI202309280,night,34046,none,cloudy,62,fromrf,12
SEA202309280,night,43817,none,dome,54,unknown,0
TOR202309280,night,36657,none,overcast,63,rtol,16
ANA202309290,night,32333,none,cloudy,69,tocf,8
ARI202309290,night,36133,none,sunny,94,fromlf,6
ATL202309290,night,41481,none,cloudy,78,tocf,4
BAL202309290,night,28192,none,overcast,65,fromcf,7
CHA202309290,night,20491,none,sunny,68,ltor,8
COL202309290,night,47272,none,cloudy,82,rtol,8
DET202309290,night,30053,none,cloudy,69,fromlf,4
KCA202309290,night,18374,none,sunny,87,rtol,10
MIL202309290,night,39216,none,sunny,66,fromrf,4
PIT202309290,night,16387,none,cloudy,76,unknown,3
SEA202309290,night,45274,none,dome,55,unknown,0
SFN202309290,night,38159,none,cloudy,62,tocf,15
SLN202309290,night,38964,none,sunny,80,fromcf,5
TOR202309290,night,42394,none,sunny,64,rtol,8
ANA202309300,night,31633,none,overcast,66,rtol,9
ARI202309300,night,36789,none,dome,78,unknown,0
ATL202309300,night,41652,none,cloudy,81,ltor,2
BAL202309300,night,43150,none,cloudy,68,fromrf,6
CHA202309300,night,30118,none,sunny,76,fromcf,7
COL202309300,night,40264,none,cloudy,82,tocf,8
DET202309300,day,40224,none,sunny,72,fromlf,5
KCA202309300,night,22665,none,sunny,88,rtol,11
MIL202309300,night,42652,none,sunny,75,fromrf,5
NYN202309301,night,0,none,cloudy,65,fromlf,9
NYN202309302,night,41102,none,cloudy,63,fromlf,5
PIT202309300,night,25030,none,cloudy,75,fromlf,7
SEA202309300,day,44694,none,dome,63,unknown,0
SFN202309300,night,39253,none,overcast,65,tocf,8
SLN202309300,night,39923,none,sunny,86,fromrf,8
TOR202309300,day,42097,none,cloudy,68,torf,7
ANA202310010,day,26539,none,overcast,65,unknown,2
ARI202310010,day,30703,none,dome,72,unknown,0
ATL202310010,day,40697,none,cloudy,81,ltor,6
BAL202310010,day,36640,none,cloudy,81,fromlf,8
CHA202310010,day,20588,none,sunny,80,ltor,3
COL202310010,day,33375,none,cloudy,79,torf,9
DET202310010,day,41425,none,cloudy,78,fromlf,3
KCA202310010,day,20662,none,sunny,90,rtol,5
MIL202310010,day,42946,none,sunny,85,rtol,8
NYN202310010,day,41212,none,sunny,77,fromlf,10
PIT202310010,day,22954,none,sunny,80,fromlf,5
SEA202310010,day,43997,none,cloudy,57,unknown,0
SFN202310010,day,38359,none,cloudy,64,tocf,5
SLN202310010,day,44614,none,sunny,86,rtol,6
TOR202310010,day,42058,none,cloudy,79,tocf,6
MIL202310030,night,40892,none,sunny,80,fromcf,13
MIN202310030,day,38450,none,overcast,84,rtol,15
PHI202310030,night,45662,none,sunny,74,tocf,4
TBA202310030,day,19704,none,dome,72,unknown,0
MIL202310040,night,41166,none,dome,79,fromrf,13
MIN202310040,day,38518,none,cloudy,64,tolf,11
PHI202310040,night,45738,none,sunny,73,tocf,6
TBA202310040,day,20198,none,dome,72,unknown,0
ATL202310070,night,43689,none,sunny,65,rtol,12
BAL202310070,day,46450,none,cloudy,63,unknown,13
HOU202310070,day,43024,none,dome,73,unknown,0
LAN202310070,night,51653,none,sunny,78,torf,4
BAL202310080,day,46475,none,cloudy,60,ltor,14
HOU202310080,night,43017,none,cloudy,73,fromcf,2
ATL202310090,night,43898,none,sunny,73,rtol,10
LAN202310090,night,51449,none,sunny,70,unknown,2
MIN202310100,day,41017,none,sunny,54,tocf,5
TEX202310100,night,40861,none,dome,74,unknown,0
ARI202310110,night,48175,none,sunny,87,unknown,1
MIN202310110,night,40977,none,sunny,57,fromcf,10
PHI202310110,night,45798,none,sunny,70,tocf,7
PHI202310120,night,45831,none,cloudy,66,ltor,4
HOU202310150,night,42872,none,dome,73,unknown,0
HOU202310160,day,42879,none,dome,73,unknown,0
PHI202310160,night,45396,none,cloudy,56,ltor,10
PHI202310170,night,45412,none,cloudy,57,ltor,2
TEX202310180,night,42368,none,dome,74,unknown,0
ARI202310190,day,47075,none,dome,76,unknown,0
TEX202310190,night,42060,none,sunny,78,unknown,1
ARI202310200,night,47806,none,dome,76,unknown,0
TEX202310200,day,41519,none,dome,73,unknown,0
ARI202310210,night,47897,none,dome,76,unknown,0
HOU202310220,night,42368,none,dome,73,unknown,0
HOU202310230,night,42814,none,dome,73,unknown,0
PHI202310230,night,45473,none,sunny,63,ltor,5
PHI202310240,night,45397,none,sunny,59,rtol,5
TEX202310270,night,42472,none,dome,73,unknown,0
TEX202310280,night,42500,none,dome,74,unknown,0
ARI202310300,night,48517,none,sunny,78,unknown,1
ARI202310310,night,48388,none,sunny,78,ltor,5
ARI202311010,night,48511,none,sunny,79,unknown,1
